"shopname","num_comments","point_comments","phone_num","cost","food_type","district_name","location","area","time","service","delivery","takeout","image"
"Top of the Rock","1631","4.5 star rating","(877) 692-7625","Unknown",,"Midtown West","30 Rockefeller Ctr","Manhattan","8:00 AM - 12:00 AM (Next day)",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/D1P8gIdwDRK_SovU_DTMKA/ls.jpg"
"Tasty Hand-Pulled Noodles","1633","4 star rating","(212) 791-1817","Low","Chinese、 Noodles","Chinatown","1 Doyers St","Manhattan","10:30 AM - 10:30 PM","Delivery、Takeout、Sit-down dining、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/S4YfmBNkmDl7l2aiYJwBuA/ls.jpg"
"Daniel","1637","4.5 star rating","(212) 288-0033","Very High","French、 Bars、 American (New)","Upper East Side","60 E 65th St","Manhattan","5:00 PM - 10:30 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/8NEPw6Mn1Oa7NdcAlweHAw/ls.jpg"
"Soft Swerve","1639","4.5 star rating","(646) 476-6311","Low","Ice Cream & Frozen Yogurt","Lower East Side","85B Allen St","Manhattan","1:00 PM - 10:30 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/1vJyNPsoUnhK0ti0DaND4g/ls.jpg"
"Barn Joo","1644","4 star rating","(646) 398-9663","Medium","Korean、 Cocktail Bars、 Tapas/Small Plates","Union Square","35 Union Sq W","Manhattan","12:00 PM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/i7ReKaGzUGGXuisJFIV-RA/ls.jpg"
"Locanda Verde","1653","4 star rating","(212) 925-3797","High","Italian、 Cocktail Bars、 Breakfast & Brunch","TriBeCa","377 Greenwich St","Manhattan","10:00 AM - 3:00 PM, 5:00 PM - 10:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/KYYcu7_1pVSW3OBFe5W7MQ/ls.jpg"
"Pig and Khao","1656","4 star rating","(212) 920-4485","Medium","Filipino、 Thai、 Asian Fusion","Lower East Side","68 Clinton St","Manhattan","11:00 AM - 3:30 PM, 5:00 PM - 12:00 AM (Next day)","Delivery、Takeout、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/lVUEbZ9sFojU2DeRLgzRQA/ls.jpg"
"Gyu-Kaku Japanese BBQ","1681","4 star rating","(212) 475-2989","High","Japanese、 Barbeque、 Asian Fusion","NoHo","34 Cooper Sq","Manhattan","11:00 AM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/D2P7BkVpNscxXyprljJxCA/ls.jpg"
"Momosan Ramen & Sake - New York","1662","4 star rating","(646) 201-5529","Medium","Ramen、 Tapas/Small Plates","Murray Hill","342 Lexington Ave","Manhattan","11:30 AM - 2:45 PM, 5:00 PM - 8:45 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Indoor dining、Heated outdoor seating、Private dining、DIY meal kits","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/3ZsVDUEXuJDzSgz7DxVQfQ/ls.jpg"
"Adrienne’s Pizzabar","1682","4 star rating","(212) 248-3838","Medium","Pizza、 Italian、 Beer Bar","Financial District","54 Stone St","Manhattan","11:30 AM - 12:00 AM (Next day)","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/MOG8wpqkeYQxDslq7ospLw/ls.jpg"
"Lure Fishbar","1677","4 star rating","(212) 431-7676","High","Seafood、 Sushi Bars、 Bars","SoHo","142 Mercer St","Manhattan","11:30 AM - 9:30 PM","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/uUa1NJdRR4iljdfu6D1V8A/ls.jpg"
"Sweet Chick","1687","4 star rating","(646) 657-0233","Medium","Southern、 Breakfast & Brunch、 American (Traditional)","Lower East Side","178 Ludlow St","Manhattan","12:00 PM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/e7M1L-t2C2wivXMx1qd-KQ/ls.jpg"
"Molly’s Cupcakes","1690","4.5 star rating","(212) 414-2253","Medium","Bakeries、 Cupcakes、 Custom Cakes","West Village","228 Bleecker St","Manhattan","10:00 AM - 9:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/CyrOC4ZjNMmYp4hiccX3IA/ls.jpg"
"Banh Mi Saigon","1519","4 star rating","(212) 941-1541","Low","Vietnamese、 Sandwiches","Little Italy","198 Grand St","Manhattan","10:00 AM - 5:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/T2zfH39XzIHLHT8_UsLSrA/ls.jpg"
"Death & Co","1520","4 star rating","(212) 388-0882","High","Lounges、 Cocktail Bars","East Village","433 E 6th St","Manhattan","5:00 PM - 11:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/7xJdaitJgW5TWYr8TpEfyg/ls.jpg"
"Corner Bistro","1524","3.5 star rating","(212) 242-9502","Medium","American (Traditional)、 Burgers、 Dive Bars","West Village","331 W 4th St","Manhattan","8:00 AM - 12:00 AM (Next day)","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating、Private dining、DIY meal kits","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/hmeYjK0Ip19vOViJt4-JMQ/ls.jpg"
"Top Thai Greenwich","1525","4.5 star rating","(646) 726-4418","Medium","Thai、 Cocktail Bars、 Halal","Greenwich Village","235 Sullivan St","Manhattan","11:00 AM - 10:45 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/4xK8iIj2rZrRvP9MMG7yOA/ls.jpg"
"Taim West Village","1528","4.5 star rating","(212) 691-1287","Medium","Falafel、 Salad、 Gluten-Free","West Village","222 Waverly Pl","Manhattan","11:00 AM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/vjp6kjQW4exQuTr0DRfW8w/ls.jpg"
"Boka","1541","3.5 star rating","(646) 678-5796","Medium","Korean","East Village","9 St Marks Pl","Manhattan","11:00 AM - 3:30 AM (Next day)","Staff wears masks","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/m7k6wKCuF7X5MggtHjlWlg/ls.jpg"
"Kenka","1543","3.5 star rating","(212) 254-6363","Medium","Sushi Bars、 Japanese","East Village","25 St Marks Pl","Manhattan","6:00 PM - 3:00 AM (Next day)","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/Svr09aesxUQCl1_Aq05jsw/ls.jpg"
"Pocha 32","1541","3.5 star rating","(212) 279-1876","Medium","Korean、 Barbeque、 Noodles","Koreatown","15 W 32nd St","Manhattan","12:00 PM - 12:00 AM (Next day)",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/YuKnb9o67f7I-HguQeMLxQ/ls.jpg"
"Aunt Jake’s","1517","4 star rating","(646) 858-0470","Medium","Italian、 Wine Bars、 Pasta Shops","Little Italy","133 Mulberry St","Manhattan","12:00 PM - 11:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/jxNs5G8byFzZ27Xhm5if6A/ls.jpg"
"Wo Hop","1479","3.5 star rating","(212) 962-8617","Medium","Chinese、 Noodles、 Soup","Chinatown","17 Mott St","Manhattan","10:30 AM - 9:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/S8GzetIlPutiaN16AG8NHg/ls.jpg"
"Junoon","1481","3.5 star rating","(212) 490-2100","High","Indian、 Desserts、 Wine Bars","Flatiron","27 W 24th St","Manhattan","1:00 PM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/iG6DrgsDb2ln2F3nJnZc-Q/ls.jpg"
"Victor’s Cafe","1481","4 star rating","(212) 586-7714","High","Cuban、 Tapas Bars、 Lounges","Theater District","236 W 52nd St","Manhattan","5:00 PM - 11:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/Ts6hioUXawlKSHUZ3SksUw/ls.jpg"
"STK Steakhouse Downtown NYC","1463","3.5 star rating","(646) 624-2444","High","Steakhouses、 American (New)、 Cocktail Bars","Meatpacking District","26 Little West 12th St","Manhattan","11:00 AM - 11:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/Pw-6MRk6GUaEt7T2Uye25Q/ls.jpg"
"Tao Downtown","1440","3.5 star rating","(212) 888-2724","High","Lounges","Chelsea","92 9th Ave","Manhattan","5:00 PM - 10:00 PM","Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/WrEGbHNAfbNSmcvLf47kUQ/ls.jpg"
"Good Enough to Eat","1442","3.5 star rating","(212) 496-0163","Medium","Breakfast & Brunch、 American (Traditional)、 Comfort Food","Upper West Side","520 Columbus Ave","Manhattan","9:00 AM - 4:00 PM, 5:30 PM - 11:00 PM","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/lqJOStzjQdLDjyjYZ9VFcg/ls.jpg"
"Don Antonio","1443","4 star rating","(646) 719-1043","Medium","Pizza、 Italian、 Cocktail Bars","Theater District","309 W 50th St","Manhattan","10:30 AM - 9:45 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/Kwv16TeExWDWWLLbCNq7Cw/ls.jpg"
"Basta Pasta","1446","4 star rating","(212) 366-0888","Medium","Italian、 Japanese","Flatiron","37 W 17th St","Manhattan","5:00 PM - 9:30 PM","Delivery、Takeout、Sit-down dining、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/vTXQdjnTGKpRs3_gamdVIw/ls.jpg"
"Employees Only","1449","4 star rating","(212) 242-3021","High","American (New)、 Cocktail Bars、 Desserts","West Village","510 Hudson St","Manhattan","4:00 PM - 12:00 AM (Next day)","Sit-down dining、Outdoor seating","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/LN5SoyKDprSMMHoxugYqUQ/ls.jpg"
"Apotheke","1452","3.5 star rating","(212) 406-0400","High","Lounges、 Cocktail Bars","Chinatown","9 Doyers St","Manhattan","6:30 PM - 12:00 AM (Next day)","Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating、Virtual tasting sessions","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/stALaZ6bk_gf-kqEs6e3hw/ls.jpg"
"Big Wong","1457","3.5 star rating","(212) 964-0540","Low","Chinese、 Seafood","Chinatown","67 Mott St","Manhattan","9:00 AM - 6:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/0e1jxB0WWPyoFA9IERfJmw/ls.jpg"
"Go Go Curry Times Square","1459","4 star rating","(212) 730-5555","Medium","Japanese Curry、 Comfort Food","Midtown West","273 W 38th Street","Manhattan","11:00 AM - 8:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/1kK6bG-qrxVOcv9rlTQvpA/ls.jpg"
"Smith & Wollensky","1457","3.5 star rating","(212) 753-1530","Very High","American (Traditional)","Midtown East","797 3rd Ave","Manhattan","5:00 PM - 11:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Outdoor seating、Indoor dining、Heated outdoor seating、Covered outdoor seating、Private dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/Ecb6_J2pwjvARScbFg_9Ow/ls.jpg"
"Raines Law Room","1462","4.5 star rating","Unknown","High","Lounges、 Cocktail Bars、 Venues & Event Spaces","Unknown","48 W 17th St","Manhattan","12:00 PM - 11:00 PM","Outdoor seating、In-person visits、Indoor dining、Heated outdoor seating、Covered outdoor seating","false","false","https://s3-media0.fl.yelpcdn.com/bphoto/CHWNi0sxLuPRDs39PP834A/ls.jpg"
"Lillie’s Victorian Establishment","1465","4 star rating","(212) 957-4530","Medium","Bars、 Gastropubs、 Burgers","Theater District","249 W 49th St","Manhattan","11:45 AM - 12:00 AM (Next day)","Delivery、Takeout、Curbside pickup、Sit-down dining、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/lv1yDDDoSCoOYzRPXbrleg/ls.jpg"
"Five Senses","1466","4 star rating","(212) 441-0005","Medium","Korean、 Barbeque","Koreatown","9 W 32nd St","Manhattan","11:00 AM - 10:00 PM","Delivery、Takeout、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/Wxh01qA7K-xUVM-0pqBCdg/ls.jpg"
"Bubby’s Tribeca","1467","3.5 star rating","(212) 219-0666","Medium","American (Traditional)、 Breakfast & Brunch、 Sandwiches","TriBeCa","120 Hudson St","Manhattan","8:00 AM - 10:00 PM","Delivery、Takeout、Curbside pickup、Sit-down dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/0arpohu3IpvXrIA7DJNA5Q/ls.jpg"
"Tavern on the Green","1470","3.5 star rating","(212) 877-8684","High","American (New)、 Cocktail Bars","Central Park","67 Central Park W","Manhattan","9:00 AM - 11:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/fBgjO70lHBgEJtY8K_6BUg/ls.jpg"
"Soba-ya","1471","4 star rating","(212) 533-6966","Medium","Japanese、 Noodles","East Village","229 E 9th St","Manhattan","1:00 PM - 9:00 PM","Delivery、Takeout、Outdoor seating、Indoor dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/xGWd2_qlV4fejCuJkJIAVg/ls.jpg"
"Rosa Mexicano","1472","3.5 star rating","(212) 533-3350","Medium","Mexican","Flatiron","9 E 18th St","Manhattan","11:30 AM - 9:30 PM","Delivery、Takeout、Curbside pickup、Sit-down dining、Indoor dining、Private dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/MPdw9iIOr2Q9b4kKQa4ZYw/ls.jpg"
"Anytime","1477","4.5 star rating","(646) 669-7733","Medium","Korean、 American (New)、 Tapas/Small Plates","Koreatown","23 W 32nd St","Manhattan","4:30 PM - 12:00 AM (Next day)",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/mwfd6G6Zjb77Cv4WoECUXQ/ls.jpg"
"La Lanterna Di Vittorio","1478","4 star rating","(917) 639-3236","Medium","Italian、 Cafes、 Pizza","Greenwich Village","129 MacDougal St","Manhattan","10:00 AM - 12:00 AM (Next day)",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/fniemSih6k-Gy103nmNVxg/ls.jpg"
"Brooklyn Bagel & Coffee Company","1478","4 star rating","(212) 924-2824","Low","Bagels、 Breakfast & Brunch、 Cafes","Chelsea","286 8th Ave","Manhattan","7:00 AM - 4:30 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/hUTrABJ4rEdz9YvjFTTWFA/ls.jpg"
"Dhaba Indian Cuisine","1495","3.5 star rating","(212) 679-1284","Medium","Indian、 Buffets","Flatiron","108 Lexington Ave","Manhattan","12:00 PM - 1:00 AM (Next day)","Delivery、Takeout、Sit-down dining、Outdoor seating","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/Efhl_heypCY732jne50d1g/ls.jpg"
"Sundaes and Cones","1501","4.5 star rating","(212) 979-9398","Low","Ice Cream & Frozen Yogurt、 Bakeries","East Village","95 E 10th St","Manhattan","12:00 PM - 10:00 PM","Delivery、Takeout、Sit-down dining","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/Px5xKy2MKYCy2AynDFh0BQ/ls.jpg"
"The MasalaWala","1507","4.5 star rating","(212) 358-9300","Medium","Indian、 Vegetarian、 Halal","Lower East Side","179 Essex St","Manhattan","12:00 PM - 10:00 PM",,"false","false","https://s3-media0.fl.yelpcdn.com/bphoto/4fxSLoYtYtP-lDIRQZ-LJw/ls.jpg"
"The Kati Roll Company","1532","4 star rating","(212) 730-4280","Low","Indian、 Halal","Midtown West","49 W 39th St","Manhattan","11:00 AM - 10:00 PM","Delivery、Takeout","true","true","https://s3-media0.fl.yelpcdn.com/bphoto/myOO9urRL9fAhNhzStmCug/ls.jpg"
